3,5
4,8
5,14
6,20
7,56
8,32
9,38
10,44
11,260
12,56
13,62
14,68
15,936
16,80
17,86
18,92
19,794
20,104
21,110
22,116
23,7648
24,128
25,134
26,140
27,331214
28,152
29,158
30,164
31,6452
32,176
33,182
34,188
35,4235186
36,200
37,206
38,212
39,17353500
40,224
41,230
42,236
43,134844006
44,248
45,254
46,260
47,762406088
48,272
49,278
50,284
